VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_disc/lean_the_knife_against_the_disc-2017-03-20-000559.mp4,move the knife,lean the knife against the disc,lean the knife on the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_disc/lean_the_knife_against_the_disc-2017-03-20-000624.mp4,move the knife,lean the knife against the disc,lean the knife on the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_book/lean_the_knife_against_the_book-2017-03-20-000650.mp4,move the knife,turn the knife,lean the knife against the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_book/lean_the_knife_against_the_book-2017-03-20-000715.mp4,lean the knife against the book,turn the knife,move the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_book/lean_the_knife_against_the_book-2017-03-20-000728.mp4,turn the knife,lean the knife on the book,lean the knife against the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_blackboard/lean_the_knife_against_the_blackboard-2017-03-20-000740.mp4,move the knife,lean the knife on the blackboard,lean the knife against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_blackboard/lean_the_knife_against_the_blackboard-2017-03-20-000747.mp4,lean the knife against the blackboard,move the knife,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_blackboard/lean_the_knife_against_the_blackboard-2017-03-20-000753.mp4,turn the knife,move the knife,lean the knife against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bottle/lean_the_knife_against_the_bottle-2017-03-20-000801.mp4,lean the knife against the bottle,move the knife,lean the knife on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bottle/lean_the_knife_against_the_bottle-2017-03-20-000811.mp4,lean the knife against the bottle,lean the knife on the bottle,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bottle/lean_the_knife_against_the_bottle-2017-03-20-000819.mp4,move the knife,turn the knife,lean the knife against the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_grape/lean_the_knife_against_the_grape-2017-03-20-000827.mp4,move the knife,turn the knife,lean the knife against the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_grape/lean_the_knife_against_the_grape-2017-03-20-000853.mp4,lean the knife against the grape,lean the knife on the grape,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_grape/lean_the_knife_against_the_grape-2017-03-20-000918.mp4,lean the knife on the grape,move the knife,lean the knife against the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_apple/lean_the_knife_against_the_apple-2017-03-20-000943.mp4,lean the knife against the apple,lean the knife on the apple,move the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_apple/lean_the_knife_against_the_apple-2017-03-20-000956.mp4,lean the knife on the apple,turn the knife,lean the knife against the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_apple/lean_the_knife_against_the_apple-2017-03-20-001005.mp4,turn the knife,lean the knife against the apple,lean the knife on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_banana/lean_the_knife_against_the_banana-2017-03-20-001030.mp4,lean the knife against the banana,move the knife,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_banana/lean_the_knife_against_the_banana-2017-03-20-001044.mp4,lean the knife against the banana,lean the knife on the banana,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_banana/lean_the_knife_against_the_banana-2017-03-20-001101.mp4,lean the knife on the banana,lean the knife against the banana,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bowl/lean_the_knife_against_the_bowl-2017-03-20-001115.mp4,move the knife,lean the knife against the bowl,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bowl/lean_the_knife_against_the_bowl-2017-03-20-001122.mp4,lean the knife against the bowl,lean the knife on the bowl,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_bowl/lean_the_knife_against_the_bowl-2017-03-20-001133.mp4,lean the knife on the bowl,move the knife,lean the knife against the bowl
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_pencil/lean_the_knife_against_the_pencil-2017-03-20-001142.mp4,lean the knife on the pencil,lean the knife against the pencil,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_pencil/lean_the_knife_against_the_pencil-2017-03-20-001154.mp4,lean the knife against the pencil,move the knife,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_knife_against_the_pencil/lean_the_knife_against_the_pencil-2017-03-20-001201.mp4,lean the knife on the pencil,lean the knife against the pencil,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_block/lean_the_pencil_against_the_block-2017-03-20-001323.mp4,lean the pencil against the block,move the pencil,lean the pencil on the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_block/lean_the_pencil_against_the_block-2017-03-20-001350.mp4,lean the pencil against the block,move the pencil,lean the pencil on the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_block/lean_the_pencil_against_the_block-2017-03-20-001416.mp4,turn the pencil,lean the pencil against the block,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_ball/lean_the_pencil_against_the_ball-2017-03-20-001442.mp4,lean the pencil on the ball,lean the pencil against the ball,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_ball/lean_the_pencil_against_the_ball-2017-03-20-001508.mp4,lean the pencil against the ball,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_ball/lean_the_pencil_against_the_ball-2017-03-20-001534.mp4,turn the pencil,lean the pencil on the ball,lean the pencil against the ball
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_plate/lean_the_pencil_against_the_plate-2017-03-20-001559.mp4,lean the pencil against the plate,lean the pencil on the plate,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_plate/lean_the_pencil_against_the_plate-2017-03-20-001625.mp4,move the pencil,turn the pencil,lean the pencil against the plate
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_plate/lean_the_pencil_against_the_plate-2017-03-20-001650.mp4,move the pencil,lean the pencil against the plate,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_cup/lean_the_pencil_against_the_cup-2017-03-20-001716.mp4,lean the pencil against the cup,turn the pencil,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_cup/lean_the_pencil_against_the_cup-2017-03-20-001741.mp4,turn the pencil,lean the pencil on the cup,lean the pencil against the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_cup/lean_the_pencil_against_the_cup-2017-03-20-001807.mp4,move the pencil,turn the pencil,lean the pencil against the cup
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_disc/lean_the_pencil_against_the_disc-2017-03-20-001832.mp4,lean the pencil against the disc,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_disc/lean_the_pencil_against_the_disc-2017-03-20-001857.mp4,lean the pencil on the disc,turn the pencil,lean the pencil against the disc
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_disc/lean_the_pencil_against_the_disc-2017-03-20-001923.mp4,move the pencil,lean the pencil against the disc,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_book/lean_the_pencil_against_the_book-2017-03-20-001948.mp4,lean the pencil on the book,lean the pencil against the book,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_book/lean_the_pencil_against_the_book-2017-03-20-002014.mp4,move the pencil,lean the pencil against the book,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_book/lean_the_pencil_against_the_book-2017-03-20-002039.mp4,turn the pencil,move the pencil,lean the pencil against the book
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_blackboard/lean_the_pencil_against_the_blackboard-2017-03-20-002104.mp4,move the pencil,lean the pencil against the blackboard,lean the pencil on the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_blackboard/lean_the_pencil_against_the_blackboard-2017-03-20-002130.mp4,lean the pencil on the blackboard,lean the pencil against the blackboard,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_blackboard/lean_the_pencil_against_the_blackboard-2017-03-20-002155.mp4,lean the pencil on the blackboard,turn the pencil,lean the pencil against the blackboard
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bottle/lean_the_pencil_against_the_bottle-2017-03-20-002220.mp4,turn the pencil,lean the pencil against the bottle,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bottle/lean_the_pencil_against_the_bottle-2017-03-20-002245.mp4,turn the pencil,move the pencil,lean the pencil against the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bottle/lean_the_pencil_against_the_bottle-2017-03-20-002310.mp4,lean the pencil against the bottle,turn the pencil,lean the pencil on the bottle
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_grape/lean_the_pencil_against_the_grape-2017-03-20-002335.mp4,move the pencil,turn the pencil,lean the pencil against the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_grape/lean_the_pencil_against_the_grape-2017-03-20-002400.mp4,lean the pencil against the grape,turn the pencil,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_grape/lean_the_pencil_against_the_grape-2017-03-20-002424.mp4,lean the pencil on the grape,turn the pencil,lean the pencil against the grape
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_apple/lean_the_pencil_against_the_apple-2017-03-20-002449.mp4,lean the pencil on the apple,turn the pencil,lean the pencil against the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_apple/lean_the_pencil_against_the_apple-2017-03-20-002514.mp4,lean the pencil on the apple,turn the pencil,lean the pencil against the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_apple/lean_the_pencil_against_the_apple-2017-03-20-002538.mp4,turn the pencil,lean the pencil against the apple,lean the pencil on the apple
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_banana/lean_the_pencil_against_the_banana-2017-03-20-002603.mp4,lean the pencil on the banana,lean the pencil against the banana,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_banana/lean_the_pencil_against_the_banana-2017-03-20-002628.mp4,turn the pencil,lean the pencil against the banana,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_banana/lean_the_pencil_against_the_banana-2017-03-20-002653.mp4,move the pencil,lean the pencil against the banana,lean the pencil on the banana
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bowl/lean_the_pencil_against_the_bowl-2017-03-20-002719.mp4,lean the pencil against the bowl,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bowl/lean_the_pencil_against_the_bowl-2017-03-20-002744.mp4,lean the pencil on the bowl,lean the pencil against the bowl,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_bowl/lean_the_pencil_against_the_bowl-2017-03-20-002809.mp4,lean the pencil against the bowl,turn the pencil,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_knife/lean_the_pencil_against_the_knife-2017-03-20-002834.mp4,turn the pencil,lean the pencil against the knife,lean the pencil on the knife
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_knife/lean_the_pencil_against_the_knife-2017-03-20-002859.mp4,lean the pencil against the knife,lean the pencil on the knife,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_pencil_against_the_knife/lean_the_pencil_against_the_knife-2017-03-20-002925.mp4,lean the pencil against the knife,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_against_the_block/lean_the_paper_sheet_against_the_block-2017-03-20-002951.mp4,turn the paper sheet,move the paper sheet,lean the paper sheet against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_against_the_block/lean_the_paper_sheet_against_the_block-2017-03-20-003001.mp4,lean the paper sheet on the block,move the paper sheet,lean the paper sheet against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_against_the_block/lean_the_paper_sheet_against_the_block-2017-03-20-003009.mp4,move the paper sheet,lean the paper sheet on the block,lean the paper sheet against the block
https://s3.amazonaws.com/voxsim-videos/video/lean_the_paper_sheet_against_the_ball/lean_the_paper_sheet_against_the_ball-2017-03-20-003016.mp4,lean the paper sheet on the ball,lean the paper sheet against the ball,turn the paper sheet
